Age,Gender,Marital Status,Income,home_ownership,length_of_employment,purpose_of_loan,loan_grade,loan_amount,interest_rate,loan_status,loan_percent_income,History_of_Default,Length_of_Default_History,Debt-to-Income Ratio,Length_of_employment in years
25,1,0,88000,RENT,0,BUSINESS USE,D,25000,15,1,0.28,N,4,0.284090909,0
25,0,3,15000,OWN,2,HOME RENOVATIONS,D,1750,15,0,0.12,Y,4,0.116666667,0.166666667
26,0,2,88000,RENT,2,BUSINESS USE,D,25000,16,1,0.28,N,3,0.284090909,0.166666667
25,1,2,100000,RENT,1,BUSINESS USE,B,25000,9,0,0.25,N,4,0.25,0.083333333
23,1,4,15000,MORTGAGE,0,PERSONAL USE,C,3600,13,1,0.24,N,4,0.24,0
24,1,4,102400,RENT,8,PERSONAL USE,B,25000,10,0,0.24,N,3,0.244140625,0.666666667
24,1,2,92000,RENT,1,HOME RENOVATIONS,E,25000,17,1,0.27,Y,4,0.27173913,0.083333333
23,1,4,93000,RENT,0,DEBT CONSOLIDATION,D,25000,15,1,0.27,Y,2,0.268817204,0
22,1,3,175000,RENT,6,BUSINESS USE,C,3500,12,0,0.02,Y,2,0.02,0.5
23,0,1,175000,MORTGAGE,3,EDUCATION,A,7200,8,0,0.04,N,3,0.041142857,0.25
25,0,1,174708,RENT,9,BUSINESS USE,B,9000,11,0,0.05,N,3,0.051514527,0.75
25,0,3,174000,MORTGAGE,2,DEBT CONSOLIDATION,C,8800,14,0,0.05,N,3,0.050574713,0.166666667
26,0,2,174000,RENT,8,DEBT CONSOLIDATION,B,12000,13,0,0.07,N,4,0.068965517,0.666666667
25,0,2,162000,MORTGAGE,5,DEBT CONSOLIDATION,E,25000,16,1,0.15,Y,3,0.154320988,0.416666667
26,1,1,173467,MORTGAGE,10,BUSINESS USE,B,10000,12,0,0.06,N,4,0.057647852,0.833333333
21,1,4,15000,OWN,0,HOME RENOVATIONS,C,3175,12,1,0.21,Y,3,0.211666667,0
25,1,3,96000,RENT,2,HOME RENOVATIONS,E,25000,16,1,0.26,Y,4,0.260416667,0.166666667
21,1,1,15120,MORTGAGE,0,EDUCATION,B,1500,11,0,0.1,N,2,0.099206349,0
24,1,3,97908,RENT,8,HOME RENOVATIONS,D,25000,13,1,0.26,Y,2,0.255341749,0.666666667
26,1,2,110000,RENT,3,PERSONAL USE,C,25000,11.04695559,0,0.23,Y,2,0.227272727,0.25
23,1,3,15204,MORTGAGE,7,PERSONAL USE,A,2800,8,1,0.18,N,3,0.184162063,0.583333333
25,1,3,159600,RENT,0,PERSONAL USE,D,30000,17,1,0.19,Y,4,0.187969925,0
24,0,3,171500,RENT,6,DEBT CONSOLIDATION,A,18000,9,0,0.1,N,4,0.104956268,0.5
25,1,1,170004,MORTGAGE,3,MEDICAL PURPOSES,B,10000,11,0,0.06,N,4,0.058822145,0.25
24,0,2,158004,RENT,0,HOME RENOVATIONS,D,25000,15,1,0.16,Y,2,0.158223842,0
26,1,2,170000,RENT,0,BUSINESS USE,B,13000,12,0,0.08,N,3,0.076470588,0
24,0,2,83300,RENT,0,MEDICAL PURPOSES,D,25000,11.04695559,1,0.26,N,2,0.300120048,0
24,0,1,110000,RENT,7,HOME RENOVATIONS,D,25000,16,0,0.23,Y,2,0.227272727,0.583333333
22,1,1,15360,OWN,7,HOME RENOVATIONS,B,2500,13,1,0.16,N,3,0.162760417,0.583333333
25,0,2,134300,RENT,3,MEDICAL PURPOSES,D,5000,16,1,0.03,N,2,0.037230082,0.25
25,0,4,170000,MORTGAGE,2,EDUCATION,A,20000,7,0,0.12,N,2,0.117647059,0.166666667
22,0,3,100580,RENT,6,DEBT CONSOLIDATION,D,25000,15,1,0.25,Y,2,0.248558362,0.5
25,1,2,113000,RENT,7,MEDICAL PURPOSES,C,25000,13,0,0.22,Y,4,0.221238938,0.583333333
24,0,2,120000,RENT,8,EDUCATION,B,25000,11,0,0.21,N,4,0.208333333,0.666666667
25,1,1,120000,RENT,6,MEDICAL PURPOSES,B,25000,11,0,0.21,N,2,0.208333333,0.5
23,1,3,120000,RENT,7,EDUCATION,B,25000,10,0,0.21,N,2,0.208333333,0.583333333
24,1,3,91800,RENT,5,MEDICAL PURPOSES,D,25000,15,1,0.23,Y,2,0.272331155,0.416666667
21,1,0,15600,OWN,5,BUSINESS USE,A,1000,7,0,0.06,N,4,0.064102564,0.416666667
26,0,3,108000,RENT,2,PERSONAL USE,D,25000,15,1,0.23,N,3,0.231481481,0.166666667
26,1,2,129996,RENT,6,PERSONAL USE,B,25000,11,0,0.19,N,3,0.19231361,0.5
23,1,3,130000,RENT,4,EDUCATION,D,25000,16,0,0.19,Y,2,0.192307692,0.333333333
23,0,2,130000,RENT,7,BUSINESS USE,B,25000,11,0,0.19,N,4,0.192307692,0.583333333
25,0,3,170000,OWN,4,EDUCATION,B,20000,13,0,0.12,N,4,0.117647059,0.333333333
26,0,2,170000,MORTGAGE,0,BUSINESS USE,C,12000,14,0,0.07,Y,2,0.070588235,0
22,1,0,169000,RENT,1,PERSONAL USE,B,14000,11,0,0.08,N,3,0.082840237,0.083333333
26,1,1,168750,RENT,10,MEDICAL PURPOSES,C,24250,13,0,0.14,Y,3,0.143703704,0.833333333
23,1,3,168600,RENT,3,EDUCATION,B,20000,12,0,0.12,N,3,0.118623962,0.25
24,1,0,168288,RENT,5,HOME RENOVATIONS,B,1800,11,0,0.01,N,3,0.01069595,0.416666667
25,1,3,168000,MORTGAGE,2,PERSONAL USE,B,35000,11,0,0.21,N,2,0.208333333,0.166666667
24,1,3,133300,RENT,6,DEBT CONSOLIDATION,B,25000,10,0,0.19,N,2,0.187546887,0.5
24,1,0,15600,OWN,5,HOME RENOVATIONS,A,3300,6,1,0.21,N,4,0.211538462,0.416666667
24,0,2,134000,RENT,8,PERSONAL USE,D,25000,16,0,0.19,Y,3,0.186567164,0.666666667
25,1,0,134000,RENT,7,MEDICAL PURPOSES,B,25000,11,0,0.19,N,2,0.186567164,0.583333333
25,1,3,15600,OWN,0,BUSINESS USE,F,3200,18,1,0.21,N,2,0.205128205,0
25,0,2,135000,RENT,5,EDUCATION,B,25000,11,0,0.19,N,4,0.185185185,0.416666667
26,0,1,135660,RENT,10,DEBT CONSOLIDATION,B,25000,13,0,0.18,N,4,0.18428424,0.833333333
25,1,1,145000,RENT,0,EDUCATION,B,25000,10,0,0.17,N,4,0.172413793,0
23,1,1,150000,RENT,4,EDUCATION,B,25000,10,0,0.17,N,3,0.166666667,0.333333333
23,0,1,165000,MORTGAGE,3,EDUCATION,A,9600,6,0,0.06,N,3,0.058181818,0.25
22,0,0,153000,MORTGAGE,5,DEBT CONSOLIDATION,D,24000,16,1,0.16,Y,2,0.156862745,0.416666667
24,0,0,165000,MORTGAGE,5,PERSONAL USE,B,20000,10,0,0.12,N,4,0.121212121,0.416666667
25,0,2,165000,MORTGAGE,0,HOME RENOVATIONS,F,25000,20,0,0.15,N,4,0.151515152,0
21,0,2,165000,MORTGAGE,5,EDUCATION,A,20000,7,0,0.12,N,4,0.121212121,0.416666667
23,1,1,16000,OWN,7,MEDICAL PURPOSES,A,6000,8,1,0.38,N,2,0.375,0.583333333
23,1,4,16000,MORTGAGE,3,DEBT CONSOLIDATION,C,2275,13,0,0.14,Y,4,0.1421875,0.25
23,0,1,16000,OWN,7,PERSONAL USE,A,2000,6,0,0.13,N,3,0.125,0.583333333
23,0,1,148000,RENT,1,DEBT CONSOLIDATION,E,25000,15,1,0.17,N,3,0.168918919,0.083333333
23,0,2,16000,MORTGAGE,1,MEDICAL PURPOSES,C,5600,13,1,0.35,N,4,0.35,0.083333333
24,0,2,16020,OWN,3,BUSINESS USE,E,3625,17,1,0.23,Y,2,0.22627965,0.25
22,0,2,16094,MORTGAGE,2,BUSINESS USE,A,5500,7,1,0.34,N,3,0.341742264,0.166666667
25,1,1,175000,RENT,2,PERSONAL USE,A,25000,9,0,0.14,N,2,0.142857143,0.166666667
22,0,1,16200,OWN,6,PERSONAL USE,B,2000,12,0,0.12,N,3,0.12345679,0.5
24,1,2,185000,RENT,7,HOME RENOVATIONS,C,25000,13,0,0.14,Y,2,0.135135135,0.583333333
25,0,4,162000,RENT,9,PERSONAL USE,C,25000,11,0,0.15,N,2,0.154320988,0.75
26,0,4,161000,RENT,10,BUSINESS USE,A,30000,8,0,0.19,N,4,0.186335404,0.833333333
22,0,3,160000,MORTGAGE,0,MEDICAL PURPOSES,B,35000,11,0,0.22,N,4,0.21875,0
25,0,3,225000,RENT,5,BUSINESS USE,B,25000,12,0,0.11,N,4,0.111111111,0.416666667
25,1,3,16400,OWN,1,PERSONAL USE,A,5000,9,1,0.3,N,4,0.304878049,0.083333333
23,1,2,16500,OWN,6,BUSINESS USE,B,4375,10,1,0.27,N,4,0.265151515,0.5
25,0,2,49500,RENT,6,PERSONAL USE,C,24750,14,1,0.5,N,3,0.5,0.5
23,0,1,60000,RENT,4,DEBT CONSOLIDATION,B,24750,9,1,0.41,N,3,0.4125,0.333333333
24,0,3,84200,RENT,8,MEDICAL PURPOSES,C,24500,14,0,0.29,N,4,0.290973872,0.666666667
22,1,1,16800,MORTGAGE,5,EDUCATION,B,2000,11,0,0.12,N,2,0.119047619,0.416666667
24,0,1,92000,RENT,8,MEDICAL PURPOSES,B,24500,11,0,0.27,N,4,0.266304348,0.666666667
23,1,3,160000,MORTGAGE,5,PERSONAL USE,A,35000,8,0,0.22,N,2,0.21875,0.416666667
24,1,1,160000,MORTGAGE,9,BUSINESS USE,E,12000,17,0,0.07,N,4,0.075,0.75
25,0,1,160000,MORTGAGE,1,PERSONAL USE,B,12000,10,0,0.07,N,4,0.075,0.083333333
26,1,2,160000,RENT,6,PERSONAL USE,C,25000,12,0,0.16,Y,4,0.15625,0.5
25,0,1,125800,MORTGAGE,0,MEDICAL PURPOSES,D,10000,14,1,0.07,N,4,0.079491256,0
25,0,3,54000,RENT,2,PERSONAL USE,C,24250,14,1,0.45,N,4,0.449074074,0.166666667
23,1,1,62500,RENT,1,EDUCATION,B,24250,11,1,0.39,N,4,0.388,0.083333333
24,0,0,16800,MORTGAGE,4.778936496,DEBT CONSOLIDATION,A,3900,11.04695559,1,0.23,N,3,0.232142857,0.398244708
25,1,1,68400,RENT,9,PERSONAL USE,E,24250,18,1,0.35,N,4,0.354532164,0.75
26,0,2,56045,RENT,1,MEDICAL PURPOSES,D,24250,15,1,0.37,N,2,0.432688019,0.083333333
22,0,3,74000,RENT,7,DEBT CONSOLIDATION,D,24250,16,1,0.33,Y,2,0.327702703,0.583333333
24,1,1,65453,RENT,9,MEDICAL PURPOSES,D,24250,16,1,0.31,N,2,0.370494859,0.75
24,0,0,89908,RENT,1,BUSINESS USE,B,24250,13,0,0.27,N,3,0.269720158,0.083333333
26,1,3,78000,RENT,0,HOME RENOVATIONS,E,24250,18,1,0.31,Y,3,0.310897436,0
23,0,2,100000,RENT,0,PERSONAL USE,C,24250,13,0,0.24,Y,2,0.2425,0
23,1,2,103000,RENT,6,PERSONAL USE,D,24250,16,0,0.24,N,2,0.235436893,0.5
25,1,3,160000,MORTGAGE,2,EDUCATION,A,9000,11.04695559,0,0.06,N,3,0.05625,0.166666667
25,1,4,160000,OWN,5,BUSINESS USE,B,15000,11,0,0.09,N,4,0.09375,0.416666667
24,0,0,160000,MORTGAGE,3,BUSINESS USE,D,20000,16,0,0.13,N,3,0.125,0.25
23,0,2,160000,MORTGAGE,2,EDUCATION,D,25000,16,0,0.16,Y,2,0.15625,0.166666667
26,0,2,160000,MORTGAGE,0,DEBT CONSOLIDATION,C,13750,11.04695559,0,0.09,N,4,0.0859375,0
21,0,2,160000,MORTGAGE,3,BUSINESS USE,D,15250,15,0,0.1,Y,4,0.0953125,0.25
25,0,0,160000,MORTGAGE,7,BUSINESS USE,C,20000,13,0,0.13,Y,2,0.125,0.583333333
22,1,0,16800,MORTGAGE,0,HOME RENOVATIONS,C,4750,14,1,0.28,Y,2,0.282738095,0
25,1,4,111996,RENT,9,PERSONAL USE,D,24250,11.04695559,0,0.22,N,3,0.21652559,0.75
21,1,2,16800,MORTGAGE,0,BUSINESS USE,B,6000,10,1,0.36,N,4,0.357142857,0
25,0,2,115200,RENT,0,HOME RENOVATIONS,B,24250,11,0,0.21,N,2,0.210503472,0
23,0,3,144000,RENT,0,EDUCATION,B,24250,12,0,0.17,N,3,0.168402778,0
23,0,0,287000,RENT,3,EDUCATION,B,24250,13,0,0.08,N,3,0.084494774,0.25
22,1,2,108000,RENT,1,HOME RENOVATIONS,D,24150,15,1,0.22,Y,3,0.223611111,0.083333333
22,0,0,43000,RENT,7,DEBT CONSOLIDATION,C,24000,14,1,0.56,Y,3,0.558139535,0.583333333
23,0,4,47004,RENT,1,BUSINESS USE,B,24000,12,1,0.51,N,4,0.510594843,0.083333333
24,1,2,48000,RENT,4,BUSINESS USE,D,24000,16,1,0.5,Y,2,0.5,0.333333333
26,0,3,48000,RENT,4,MEDICAL PURPOSES,A,24000,11.04695559,1,0.5,N,3,0.5,0.333333333
21,0,0,44964,RENT,2,EDUCATION,D,24000,16,1,0.53,Y,2,0.533760342,0.166666667
25,0,0,52000,RENT,4.778936496,PERSONAL USE,B,24000,11,1,0.46,N,2,0.461538462,0.398244708
22,0,1,17352,MORTGAGE,4.778936496,EDUCATION,C,2250,15,0,0.13,Y,3,0.12966805,0.398244708
24,0,2,47000,RENT,3,PERSONAL USE,F,24000,18,1,0.51,N,2,0.510638298,0.25
22,1,1,17400,MORTGAGE,6,BUSINESS USE,B,1000,11,0,0.06,N,2,0.057471264,0.5
22,0,1,49000,RENT,2,MEDICAL PURPOSES,E,24000,18,1,0.49,N,4,0.489795918,0.166666667
26,0,4,60000,RENT,0,PERSONAL USE,A,24000,8,1,0.4,N,4,0.4,0
25,0,1,60000,RENT,3,PERSONAL USE,B,24000,11,1,0.4,N,4,0.4,0.25
22,0,1,60000,RENT,0,PERSONAL USE,A,24000,7,1,0.4,N,3,0.4,0
21,0,1,60000,RENT,5,MEDICAL PURPOSES,B,24000,11,1,0.4,N,2,0.4,0.416666667
26,1,1,62004,RENT,9,DEBT CONSOLIDATION,A,24000,8,1,0.39,N,3,0.387071802,0.75
22,0,1,62400,RENT,3,EDUCATION,D,24000,15,1,0.38,N,2,0.384615385,0.25
26,0,2,65000,RENT,10,DEBT CONSOLIDATION,A,24000,11.04695559,1,0.37,N,2,0.369230769,0.833333333
22,1,3,17760,MORTGAGE,6,EDUCATION,C,4975,11.04695559,1,0.28,Y,3,0.280123874,0.5
23,1,2,59000,RENT,5,DEBT CONSOLIDATION,E,24000,20,1,0.41,Y,2,0.406779661,0.416666667
23,1,3,66000,RENT,6,BUSINESS USE,A,24000,11.04695559,1,0.36,N,4,0.363636364,0.5
24,0,2,60000,RENT,0,BUSINESS USE,D,24000,15,1,0.4,N,4,0.4,0
25,1,2,66143,RENT,9,EDUCATION,A,24000,7,1,0.36,N,3,0.362850188,0.75
22,0,1,62250,RENT,3,PERSONAL USE,E,24000,16,1,0.39,Y,4,0.385542169,0.25
24,0,4,70000,RENT,8,EDUCATION,B,24000,11,1,0.34,N,4,0.342857143,0.666666667
23,0,2,74000,RENT,7,DEBT CONSOLIDATION,B,24000,11,1,0.32,N,2,0.324324324,0.583333333
22,1,0,18000,OWN,3,PERSONAL USE,A,3000,8,1,0.17,N,4,0.166666667,0.25
22,0,2,75000,RENT,6,EDUCATION,B,24000,13,1,0.32,N,4,0.32,0.5
24,0,1,75000,RENT,9,MEDICAL PURPOSES,B,24000,10,1,0.32,N,3,0.32,0.75
24,1,0,75000,RENT,7,HOME RENOVATIONS,C,24000,11.04695559,1,0.32,N,3,0.32,0.583333333
26,1,1,69000,RENT,0,DEBT CONSOLIDATION,F,24000,16,1,0.35,N,3,0.347826087,0
23,1,1,78000,RENT,4,PERSONAL USE,C,24000,14,1,0.31,N,3,0.307692308,0.333333333
22,1,2,18000,OWN,4.778936496,BUSINESS USE,B,2000,11,0,0.11,N,3,0.111111111,0.398244708
24,1,3,80000,RENT,2,MEDICAL PURPOSES,B,24000,10,0,0.3,N,2,0.3,0.166666667
22,1,0,18000,OWN,1,HOME RENOVATIONS,A,3500,7,1,0.19,N,4,0.194444444,0.083333333
23,1,2,18000,OWN,3,EDUCATION,A,4000,6,1,0.22,N,2,0.222222222,0.25
23,0,2,74700,RENT,6,PERSONAL USE,D,24000,13,1,0.32,N,2,0.321285141,0.5
26,1,1,88596,RENT,3,PERSONAL USE,B,24000,12,0,0.27,N,3,0.270892591,0.25
25,0,3,95000,RENT,4,EDUCATION,A,24000,9,0,0.25,N,2,0.252631579,0.333333333
22,0,2,83000,RENT,6,DEBT CONSOLIDATION,E,24000,20,1,0.29,N,3,0.289156627,0.5
25,0,2,95000,RENT,9,BUSINESS USE,A,24000,7,0,0.25,N,4,0.252631579,0.75
21,0,3,18000,OWN,3,HOME RENOVATIONS,D,4900,15,1,0.27,Y,4,0.272222222,0.25
21,1,2,18000,OWN,4.778936496,EDUCATION,B,5000,11,1,0.28,N,2,0.277777778,0.398244708
26,0,3,100000,RENT,5,PERSONAL USE,C,24000,13,0,0.24,N,4,0.24,0.416666667
24,0,2,110000,RENT,7,BUSINESS USE,D,24000,16,0,0.22,N,4,0.218181818,0.583333333
24,0,1,18000,OWN,0,HOME RENOVATIONS,A,6250,7,1,0.35,N,4,0.347222222,0
22,0,4,98000,RENT,7,DEBT CONSOLIDATION,F,24000,11.04695559,1,0.24,Y,2,0.244897959,0.583333333
26,1,0,103872,RENT,6,DEBT CONSOLIDATION,G,24000,20,1,0.23,N,4,0.231053604,0.5
22,0,3,120000,RENT,4,EDUCATION,B,24000,10,0,0.2,N,4,0.2,0.333333333
24,0,3,120000,RENT,7,BUSINESS USE,B,24000,13,0,0.2,N,4,0.2,0.583333333
26,0,2,108000,RENT,9,EDUCATION,G,24000,20,1,0.22,N,3,0.222222222,0.75
24,1,3,124080,RENT,4,PERSONAL USE,D,24000,16,0,0.19,Y,4,0.193423598,0.333333333
23,0,0,18000,MORTGAGE,1,MEDICAL PURPOSES,D,2500,16,1,0.14,N,2,0.138888889,0.083333333
24,1,1,130000,RENT,7,DEBT CONSOLIDATION,B,24000,11,0,0.18,N,3,0.184615385,0.583333333
25,0,2,135000,RENT,8,PERSONAL USE,B,24000,11,0,0.18,N,2,0.177777778,0.666666667
24,0,2,135000,RENT,4,HOME RENOVATIONS,C,24000,14,0,0.18,N,2,0.177777778,0.333333333
23,1,1,114750,RENT,2,MEDICAL PURPOSES,G,24000,20,1,0.18,Y,3,0.209150327,0.166666667
23,1,1,150000,RENT,0,EDUCATION,A,24000,7,0,0.16,N,4,0.16,0
23,0,4,138000,RENT,7,DEBT CONSOLIDATION,D,24000,16,1,0.17,Y,2,0.173913043,0.583333333
24,0,1,18000,OWN,6,PERSONAL USE,A,13000,8,1,0.72,N,3,0.722222222,0.5
21,0,2,18000,OWN,0,BUSINESS USE,B,6250,11,1,0.35,N,4,0.347222222,0
26,0,2,155000,RENT,7,DEBT CONSOLIDATION,B,24000,11,0,0.15,N,4,0.15483871,0.583333333
26,1,1,148000,RENT,1,EDUCATION,F,24000,18,1,0.16,N,2,0.162162162,0.083333333
26,1,4,170000,RENT,3,DEBT CONSOLIDATION,C,24000,11.04695559,0,0.14,Y,2,0.141176471,0.25
21,0,4,18000,OWN,1,PERSONAL USE,B,2500,11,0,0.14,N,3,0.138888889,0.083333333
24,1,1,43896,RENT,8,HOME RENOVATIONS,B,23975,11.04695559,1,0.55,N,2,0.546177328,0.666666667
23,0,2,120000,RENT,4,MEDICAL PURPOSES,C,23750,13,0,0.2,N,2,0.197916667,0.333333333
24,0,2,54996,RENT,2,PERSONAL USE,B,23600,12,1,0.43,N,3,0.429122118,0.166666667
24,1,2,18000,MORTGAGE,0,DEBT CONSOLIDATION,B,10000,12,1,0.56,N,2,0.555555556,0
25,1,1,102000,RENT,9,DEBT CONSOLIDATION,C,23600,13,0,0.23,N,4,0.231372549,0.75
23,0,1,75000,RENT,3,PERSONAL USE,E,23575,15,1,0.31,N,4,0.314333333,0.25
22,1,2,18000,OWN,2,MEDICAL PURPOSES,C,4000,11.04695559,1,0.22,N,2,0.222222222,0.166666667
22,1,2,18000,OWN,1,MEDICAL PURPOSES,D,5400,15,1,0.3,Y,2,0.3,0.083333333
25,0,4,18000,MORTGAGE,1,MEDICAL PURPOSES,B,4000,11.04695559,1,0.22,N,3,0.222222222,0.083333333
21,0,0,18000,OWN,5,BUSINESS USE,B,3375,11.04695559,1,0.19,N,2,0.1875,0.416666667
22,1,0,66960,RENT,1,BUSINESS USE,A,23400,7,1,0.35,N,2,0.349462366,0.083333333
22,1,1,43385,RENT,7,PERSONAL USE,C,23000,11.04695559,1,0.53,N,3,0.530137144,0.583333333
25,0,4,56544,RENT,3,EDUCATION,B,23000,11.04695559,1,0.41,N,2,0.406762875,0.25
23,0,1,60000,RENT,2,BUSINESS USE,B,23000,12,1,0.38,N,4,0.383333333,0.166666667
24,0,2,18000,MORTGAGE,3,BUSINESS USE,C,1200,11,0,0.07,Y,4,0.066666667,0.25
25,0,2,63208,RENT,9,EDUCATION,B,23000,10,1,0.36,N,3,0.36387799,0.75
24,0,2,65000,RENT,0,HOME RENOVATIONS,B,23000,12,1,0.35,N,4,0.353846154,0
23,0,1,68000,RENT,7,EDUCATION,B,23000,10,1,0.34,N,2,0.338235294,0.583333333
22,0,1,18000,OWN,1,DEBT CONSOLIDATION,B,3000,10,1,0.17,N,3,0.166666667,0.083333333
25,1,2,80000,RENT,9,BUSINESS USE,C,23000,11.04695559,0,0.29,N,2,0.2875,0.75
24,1,1,88000,RENT,1,BUSINESS USE,D,23000,15,1,0.26,N,2,0.261363636,0.083333333
22,1,3,58600,RENT,5,MEDICAL PURPOSES,B,22750,11,1,0.39,N,4,0.388225256,0.416666667
23,1,1,70000,RENT,7,DEBT CONSOLIDATION,C,22500,14,1,0.32,N,2,0.321428571,0.583333333
24,1,2,18287,OWN,3,HOME RENOVATIONS,B,3000,12,1,0.16,N,3,0.164050965,0.25
26,0,1,69846,RENT,2,EDUCATION,F,22500,19,1,0.32,Y,2,0.322137273,0.166666667
24,1,1,73000,RENT,0,BUSINESS USE,E,22400,17,1,0.31,Y,4,0.306849315,0
24,0,0,18500,MORTGAGE,8,PERSONAL USE,A,5000,9,1,0.27,N,3,0.27027027,0.666666667
23,0,1,35000,RENT,2,DEBT CONSOLIDATION,B,22250,13,1,0.64,N,3,0.635714286,0.166666667
25,1,1,43000,RENT,9,HOME RENOVATIONS,C,22000,13,1,0.51,N,2,0.511627907,0.75
25,0,4,52000,RENT,4,PERSONAL USE,B,22000,11,1,0.42,N,2,0.423076923,0.333333333
21,1,1,18701,MORTGAGE,0,PERSONAL USE,D,4200,14,1,0.22,Y,4,0.22458692,0
22,0,3,57000,RENT,6,EDUCATION,B,22000,10,1,0.39,N,3,0.385964912,0.5
25,0,4,58000,RENT,0,MEDICAL PURPOSES,C,22000,15,1,0.38,N,2,0.379310345,0
23,1,3,60000,RENT,6,DEBT CONSOLIDATION,B,22000,10,1,0.37,N,4,0.366666667,0.5
24,0,3,60000,RENT,3,BUSINESS USE,C,22000,14,1,0.37,Y,2,0.366666667,0.25
25,1,3,18840,MORTGAGE,5,EDUCATION,B,3000,10,1,0.16,N,2,0.159235669,0.416666667
26,0,1,56000,RENT,7,MEDICAL PURPOSES,E,22000,17,1,0.39,N,3,0.392857143,0.583333333
22,1,4,70000,RENT,3,EDUCATION,B,22000,11,1,0.31,N,4,0.314285714,0.25
22,0,1,66000,RENT,1,EDUCATION,F,22000,11.04695559,1,0.33,N,2,0.333333333,0.083333333
23,1,1,74064,RENT,3,DEBT CONSOLIDATION,B,22000,11,0,0.3,N,3,0.297040397,0.25
24,0,0,76597,RENT,5,EDUCATION,B,22000,9,0,0.29,N,2,0.287217515,0.416666667
22,1,0,19000,OWN,6,MEDICAL PURPOSES,A,3625,8,1,0.19,N,3,0.190789474,0.5
26,0,3,77000,RENT,0,BUSINESS USE,A,22000,7,0,0.29,N,3,0.285714286,0
21,1,2,19000,OWN,5,MEDICAL PURPOSES,A,6000,8,1,0.32,N,3,0.315789474,0.416666667
24,1,4,80000,RENT,0,MEDICAL PURPOSES,A,22000,11.04695559,0,0.28,N,4,0.275,0
26,1,1,82600,RENT,10,BUSINESS USE,B,22000,13,0,0.27,N,2,0.266343826,0.833333333
24,0,4,19000,OWN,3,MEDICAL PURPOSES,C,7400,14,1,0.39,N,2,0.389473684,0.25
25,0,4,19000,OWN,3,DEBT CONSOLIDATION,A,4000,7,1,0.21,N,3,0.210526316,0.25
23,0,3,84000,RENT,3,DEBT CONSOLIDATION,B,22000,12,0,0.26,N,4,0.261904762,0.25
25,1,3,77650,RENT,8,PERSONAL USE,B,22000,11,1,0.28,N,3,0.283322601,0.666666667
25,0,3,82000,RENT,1,EDUCATION,E,22000,18,1,0.27,N,2,0.268292683,0.083333333
21,1,0,19012,MORTGAGE,0,DEBT CONSOLIDATION,D,3500,15,1,0.18,N,3,0.184094256,0
23,0,1,99996,RENT,3,DEBT CONSOLIDATION,A,22000,8,0,0.22,N,4,0.2200088,0.25
23,1,3,110000,RENT,0,PERSONAL USE,B,22000,11.04695559,0,0.2,N,3,0.2,0
22,0,1,19200,MORTGAGE,6,PERSONAL USE,B,4950,12,1,0.26,N,2,0.2578125,0.5
25,0,1,57000,RENT,4,PERSONAL USE,B,21700,12,1,0.38,N,2,0.380701754,0.333333333
24,1,1,54000,RENT,5,BUSINESS USE,C,21600,13,1,0.4,N,2,0.4,0.416666667
23,1,3,56000,RENT,8,MEDICAL PURPOSES,G,21600,21,1,0.39,Y,4,0.385714286,0.666666667
26,1,3,63000,RENT,2,DEBT CONSOLIDATION,C,21600,14,1,0.34,Y,3,0.342857143,0.166666667
22,0,2,82000,RENT,3,PERSONAL USE,C,21600,14,0,0.26,Y,3,0.263414634,0.25
22,1,0,78000,RENT,6,DEBT CONSOLIDATION,B,21600,11,1,0.28,N,3,0.276923077,0.5
22,0,3,19200,OWN,0,BUSINESS USE,B,2400,11,0,0.13,N,3,0.125,0
24,1,0,112140,RENT,8,MEDICAL PURPOSES,A,21600,8,0,0.19,N,2,0.192616372,0.666666667
24,0,0,19200,MORTGAGE,4.778936496,HOME RENOVATIONS,A,7000,6,1,0.36,N,4,0.364583333,0.398244708
25,1,4,19200,OWN,4,EDUCATION,B,3000,12,1,0.16,N,4,0.15625,0.333333333
24,1,2,59000,RENT,5,MEDICAL PURPOSES,D,21500,17,1,0.36,N,3,0.36440678,0.416666667
24,1,4,70000,RENT,5,HOME RENOVATIONS,B,21500,10,1,0.31,N,3,0.307142857,0.416666667
24,0,3,116000,RENT,5,EDUCATION,D,21500,15,0,0.19,Y,3,0.185344828,0.416666667
25,1,3,60000,RENT,5,EDUCATION,A,21450,7,1,0.36,N,4,0.3575,0.416666667
22,1,1,31000,RENT,5,DEBT CONSOLIDATION,B,21250,12,1,0.69,N,3,0.685483871,0.416666667
25,1,1,47052,RENT,5,BUSINESS USE,B,21250,11,1,0.45,N,2,0.451627986,0.416666667
25,1,3,51060,RENT,9,BUSINESS USE,A,21250,7,1,0.42,N,2,0.416177047,0.75
22,0,0,19200,MORTGAGE,6,DEBT CONSOLIDATION,C,5000,14,1,0.26,Y,2,0.260416667,0.5
22,1,1,53000,RENT,3,MEDICAL PURPOSES,B,21250,10,1,0.4,N,3,0.400943396,0.25
26,1,4,19200,OWN,0,EDUCATION,B,9250,11.04695559,1,0.48,N,2,0.481770833,0
24,1,1,56000,RENT,8,BUSINESS USE,D,21250,16,1,0.38,Y,3,0.379464286,0.666666667
24,1,1,65000,RENT,4,EDUCATION,D,21250,16,1,0.33,Y,4,0.326923077,0.333333333
